,survey_id,survey_date,survey_name,question_description,response_total,response_1_text,response_1_percent,response_2_text,response_2_percent,response_3_text,response_3_percent,response_4_text,response_4_percent,response_5_text,response_5_percent,response_6_text,response_6_percent,response_7_text,response_7_percent
3,188,2016-10-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,384,Extremely Unlikely,0.0494,Very Unlikely,0.0494,Somewhat Unlikely,0.0487,Neither Likely nor Unlikely,0.1893,Somewhat Likely,0.229,Very Likely,0.2068,Extremely Likely,0.239
4,189,2016-10-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,382,Strongly Disagree,0.1101,Disagree,0.1101,Slightly Disagree,0.1638,Neither Agree nor Disagree,0.0756,Slightly Agree,0.2973,Agree,0.1804,Strongly Agree,0.0445
5,190,2016-10-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,382,Strongly Disagree,0.1735,Disagree,0.1735,Slightly Disagree,0.1394,Neither Agree nor Disagree,0.2189,Slightly Agree,0.1533,Agree,0.1163,Strongly Agree,0.0286
6,191,2016-10-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,381,Strongly Disagree,0.0513,Disagree,0.0513,Slightly Disagree,0.1421,Neither Agree nor Disagree,0.1183,Slightly Agree,0.2611,Agree,0.2647,Strongly Agree,0.0466
7,192,2016-10-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,382,Strongly Disagree,0.0839,Disagree,0.0839,Slightly Disagree,0.1121,Neither Agree nor Disagree,0.1313,Slightly Agree,0.2124,Agree,0.25979999989999997,Strongly Agree,0.1127
8,193,2016-10-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,382,Strongly Disagree,0.0925,Disagree,0.0925,Slightly Disagree,0.2003,Neither Agree nor Disagree,0.1345,Slightly Agree,0.2252,Agree,0.1194,Strongly Agree,0.0252
9,194,2016-10-01,MBTA Customer Opinion Panel,Wait time at stop,383,Unacceptable,0.0525,Very Poor,0.0525,Poor,0.066,Fair,0.1816,Good,0.2474,Very Good,0.1849,Excellent,0.2397
10,195,2016-10-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,377,Unacceptable,0.0224,Very Poor,0.0224,Poor,0.0537,Fair,0.2569,Good,0.3261,Very Good,0.21,Excellent,0.1163
11,196,2016-10-01,MBTA Customer Opinion Panel,Vehicle crowdedness,386,Unacceptable,0.0688,Very Poor,0.0688,Poor,0.0924,Fair,0.2231,Good,0.2265,Very Good,0.1624,Excellent,0.1617
12,197,2016-10-01,MBTA Customer Opinion Panel,Vehicle cleanliness,384,Unacceptable,0.0062,Very Poor,0.0062,Poor,0.0607,Fair,0.25629999989999996,Good,0.326,Very Good,0.2272,Excellent,0.1008
13,198,2016-10-01,MBTA Customer Opinion Panel,Speed/travel time,385,Unacceptable,0.0451,Very Poor,0.0451,Poor,0.0738,Fair,0.1918,Good,0.3369,Very Good,0.1891,Excellent,0.1165
14,199,2016-10-01,MBTA Customer Opinion Panel,Parking availability,120,Unacceptable,0.0209,Very Poor,0.0209,Poor,0.0846,Fair,0.0774,Good,0.2642,Very Good,0.1682,Excellent,0.2778
15,200,2016-10-01,MBTA Customer Opinion Panel,Real-time communications,313,Unacceptable,0.048,Very Poor,0.048,Poor,0.1079,Fair,0.1767,Good,0.3437,Very Good,0.1469,Excellent,0.119
16,201,2016-10-01,MBTA Customer Opinion Panel,Mbta website,319,Extremely Dissatisfied,0.0147,Very Dissatisfied,0.0147,Somewhat Dissatisfied,0.0862,Neutral,0.1576,Somewhat Satisfied,0.3196,Very Satisfied,0.2719,Extremely Satisfied,0.1182
17,202,2016-10-01,MBTA Customer Opinion Panel,Real time arrival signage (countdown timers),350,Extremely Dissatisfied,0.0236,Very Dissatisfied,0.0236,Somewhat Dissatisfied,0.0955,Neutral,0.0911,Somewhat Satisfied,0.2586,Very Satisfied,0.3219,Extremely Satisfied,0.1639
18,203,2016-10-01,MBTA Customer Opinion Panel,In-station announcements,331,Extremely Dissatisfied,0.0336,Very Dissatisfied,0.0336,Somewhat Dissatisfied,0.1166,Neutral,0.173,Somewhat Satisfied,0.3294,Very Satisfied,0.2093,Extremely Satisfied,0.0867
19,204,2016-10-01,MBTA Customer Opinion Panel,On-vehicle announcements,365,Extremely Dissatisfied,0.0362,Very Dissatisfied,0.0362,Somewhat Dissatisfied,0.1938,Neutral,0.158,Somewhat Satisfied,0.2951,Very Satisfied,0.1589,Extremely Satisfied,0.0742
20,205,2016-10-01,MBTA Customer Opinion Panel,T-alerts,330,Extremely Dissatisfied,0.0309,Very Dissatisfied,0.0309,Somewhat Dissatisfied,0.1103,Neutral,0.1648,Somewhat Satisfied,0.2922,Very Satisfied,0.2338,Extremely Satisfied,0.1001
21,206,2016-10-01,MBTA Customer Opinion Panel,Real-time mobile apps (e.g. nextbus),230,Extremely Dissatisfied,0.0172,Very Dissatisfied,0.0172,Somewhat Dissatisfied,0.136,Neutral,0.1016,Somewhat Satisfied,0.2482,Very Satisfied,0.2723,Extremely Satisfied,0.1838
22,207,2016-10-01,MBTA Customer Opinion Panel,,387,Extremely Dissatisfied,0.0362,Very Dissatisfied,0.0362,Somewhat Dissatisfied,0.1091,Neutral,0.1235,Somewhat Satisfied,0.25679999989999996,Very Satisfied,0.316,Extremely Satisfied,0.0904
23,795,2016-10-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,392,Extremely Dissatisfied,0.0243,Very Dissatisfied,0.0243,Somewhat Dissatisfied,0.142,Neutral,0.0906,Somewhat Satisfied,0.3565,Very Satisfied,0.2714,Extremely Satisfied,0.0291
24,796,2016-10-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,387,Extremely Dissatisfied,0.0362,Very Dissatisfied,0.0362,Somewhat Dissatisfied,0.1091,Neutral,0.1235,Somewhat Satisfied,0.25679999989999996,Very Satisfied,0.316,Extremely Satisfied,0.0904
25,797,2016-10-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,387,Extremely Unlikely,0.0053,Very Unlikely,0.0053,Somewhat Unlikely,0.0095,Neither Likely nor Unlikely,0.0282,Somewhat Likely,0.0531,Very Likely,0.2834,Extremely Likely,0.6153
26,798,2016-10-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,384,Extremely Unlikely,0.0494,Very Unlikely,0.0494,Somewhat Unlikely,0.0487,Neither Likely nor Unlikely,0.1893,Somewhat Likely,0.229,Very Likely,0.2068,Extremely Likely,0.239
27,799,2016-10-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,382,Strongly Disagree,0.1101,Disagree,0.1101,Slightly Disagree,0.1638,Neither Agree nor Disagree,0.0756,Slightly Agree,0.2973,Agree,0.1804,Strongly Agree,0.0445
28,800,2016-10-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,382,Strongly Disagree,0.1735,Disagree,0.1735,Slightly Disagree,0.1394,Neither Agree nor Disagree,0.2189,Slightly Agree,0.1533,Agree,0.1163,Strongly Agree,0.0286
29,801,2016-10-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,381,Strongly Disagree,0.0513,Disagree,0.0513,Slightly Disagree,0.1421,Neither Agree nor Disagree,0.1183,Slightly Agree,0.2611,Agree,0.2647,Strongly Agree,0.0466
30,802,2016-10-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,382,Strongly Disagree,0.0839,Disagree,0.0839,Slightly Disagree,0.1121,Neither Agree nor Disagree,0.1313,Slightly Agree,0.2124,Agree,0.25979999989999997,Strongly Agree,0.1127
31,803,2016-10-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,382,Strongly Disagree,0.0925,Disagree,0.0925,Slightly Disagree,0.2003,Neither Agree nor Disagree,0.1345,Slightly Agree,0.2252,Agree,0.1194,Strongly Agree,0.0252
32,804,2016-10-01,MBTA Customer Opinion Panel,Wait time at stop,383,Unacceptable,0.0525,Very Poor,0.0525,Poor,0.066,Fair,0.1816,Good,0.2474,Very Good,0.1849,Excellent,0.2397
33,805,2016-10-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,377,Unacceptable,0.0224,Very Poor,0.0224,Poor,0.0537,Fair,0.2569,Good,0.3261,Very Good,0.21,Excellent,0.1163
34,806,2016-10-01,MBTA Customer Opinion Panel,Vehicle crowdedness,386,Unacceptable,0.0688,Very Poor,0.0688,Poor,0.0924,Fair,0.2231,Good,0.2265,Very Good,0.1624,Excellent,0.1617
35,807,2016-10-01,MBTA Customer Opinion Panel,Vehicle cleanliness,384,Unacceptable,0.0062,Very Poor,0.0062,Poor,0.0607,Fair,0.25629999989999996,Good,0.326,Very Good,0.2272,Excellent,0.1008
36,808,2016-10-01,MBTA Customer Opinion Panel,Speed/travel time,385,Unacceptable,0.0451,Very Poor,0.0451,Poor,0.0738,Fair,0.1918,Good,0.3369,Very Good,0.1891,Excellent,0.1165
37,809,2016-10-01,MBTA Customer Opinion Panel,Parking availability,120,Unacceptable,0.0209,Very Poor,0.0209,Poor,0.0846,Fair,0.0774,Good,0.2642,Very Good,0.1682,Excellent,0.2778
38,810,2016-10-01,MBTA Customer Opinion Panel,Real-time communications,313,Unacceptable,0.048,Very Poor,0.048,Poor,0.1079,Fair,0.1767,Good,0.3437,Very Good,0.1469,Excellent,0.119
39,811,2016-10-01,MBTA Customer Opinion Panel,Mbta website,319,Extremely Dissatisfied,0.0147,Very Dissatisfied,0.0147,Somewhat Dissatisfied,0.0862,Neutral,0.1576,Somewhat Satisfied,0.3196,Very Satisfied,0.2719,Extremely Satisfied,0.1182
40,812,2016-10-01,MBTA Customer Opinion Panel,Real time arrival signage (countdown timers),350,Extremely Dissatisfied,0.0236,Very Dissatisfied,0.0236,Somewhat Dissatisfied,0.0955,Neutral,0.0911,Somewhat Satisfied,0.2586,Very Satisfied,0.3219,Extremely Satisfied,0.1639
41,813,2016-10-01,MBTA Customer Opinion Panel,In-station announcements,331,Extremely Dissatisfied,0.0336,Very Dissatisfied,0.0336,Somewhat Dissatisfied,0.1166,Neutral,0.173,Somewhat Satisfied,0.3294,Very Satisfied,0.2093,Extremely Satisfied,0.0867
42,814,2016-10-01,MBTA Customer Opinion Panel,On-vehicle announcements,365,Extremely Dissatisfied,0.0362,Very Dissatisfied,0.0362,Somewhat Dissatisfied,0.1938,Neutral,0.158,Somewhat Satisfied,0.2951,Very Satisfied,0.1589,Extremely Satisfied,0.0742
43,815,2016-10-01,MBTA Customer Opinion Panel,T-alerts,330,Extremely Dissatisfied,0.0309,Very Dissatisfied,0.0309,Somewhat Dissatisfied,0.1103,Neutral,0.1648,Somewhat Satisfied,0.2922,Very Satisfied,0.2338,Extremely Satisfied,0.1001
44,816,2016-10-01,MBTA Customer Opinion Panel,Real-time mobile apps (e.g. nextbus),230,Extremely Dissatisfied,0.0172,Very Dissatisfied,0.0172,Somewhat Dissatisfied,0.136,Neutral,0.1016,Somewhat Satisfied,0.2482,Very Satisfied,0.2723,Extremely Satisfied,0.1838
45,817,2016-10-01,MBTA Customer Opinion Panel,,387,Extremely Dissatisfied,0.0362,Very Dissatisfied,0.0362,Somewhat Dissatisfied,0.1091,Neutral,0.1235,Somewhat Satisfied,0.25679999989999996,Very Satisfied,0.316,Extremely Satisfied,0.0904
0,300,2017-03-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,374,Extremely Dissatisfied,0.0237,Very Dissatisfied,0.0237,Somewhat Dissatisfied,0.1333999999,Neutral,0.0872,Somewhat Satisfied,0.3364,Very Satisfied,0.3252,Extremely Satisfied,0.0414
1,301,2017-03-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,368,Extremely Dissatisfied,0.0297,Very Dissatisfied,0.0297,Somewhat Dissatisfied,0.0864,Neutral,0.1146,Somewhat Satisfied,0.2541999999,Very Satisfied,0.3366,Extremely Satisfied,0.1280999999
2,302,2017-03-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,368,Extremely Unlikely,0.0007,Very Unlikely,0.0007,Somewhat Unlikely,0.0083,Neither Likely nor Unlikely,0.0304,Somewhat Likely,0.0539,Very Likely,0.2769,Extremely Likely,0.6172
3,303,2017-03-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,366,Extremely Unlikely,0.036,Very Unlikely,0.036,Somewhat Unlikely,0.0695,Neither Likely nor Unlikely,0.1728,Somewhat Likely,0.1756,Very Likely,0.245,Extremely Likely,0.2636
4,304,2017-03-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,366,Strongly Disagree,0.0609,Disagree,0.0609,Slightly Disagree,0.1665,Neither Agree nor Disagree,0.0933,Slightly Agree,0.2317,Agree,0.3013,Strongly Agree,0.0637999999
5,305,2017-03-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,365,Strongly Disagree,0.1528,Disagree,0.1528,Slightly Disagree,0.1260999999,Neither Agree nor Disagree,0.2181,Slightly Agree,0.1259,Agree,0.2096,Strongly Agree,0.0295
6,306,2017-03-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,366,Strongly Disagree,0.0542,Disagree,0.0542,Slightly Disagree,0.1069,Neither Agree nor Disagree,0.1295,Slightly Agree,0.26279999989999997,Agree,0.2878,Strongly Agree,0.0731
7,307,2017-03-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,364,Strongly Disagree,0.0683,Disagree,0.0683,Slightly Disagree,0.1236,Neither Agree nor Disagree,0.1223,Slightly Agree,0.1338,Agree,0.3149,Strongly Agree,0.1573
8,308,2017-03-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,366,Strongly Disagree,0.1101,Disagree,0.1101,Slightly Disagree,0.1655,Neither Agree nor Disagree,0.127,Slightly Agree,0.2191,Agree,0.2039,Strongly Agree,0.0384
9,309,2017-03-01,MBTA Customer Opinion Panel,Wait time at stop,367,Unacceptable,0.0314,Very Poor,0.0314,Poor,0.071,Fair,0.1772,Good,0.2604,Very Good,0.205,Excellent,0.2393
10,310,2017-03-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,365,Unacceptable,0.0272,Very Poor,0.0272,Poor,0.0938,Fair,0.2339,Good,0.2939,Very Good,0.2161,Excellent,0.1123
11,311,2017-03-01,MBTA Customer Opinion Panel,Vehicle crowdedness,366,Unacceptable,0.0493,Very Poor,0.0493,Poor,0.0722,Fair,0.2015,Good,0.2642,Very Good,0.1508,Excellent,0.1969
12,312,2017-03-01,MBTA Customer Opinion Panel,Vehicle cleanliness,365,Unacceptable,0.0098,Very Poor,0.0098,Poor,0.0701,Fair,0.2254,Good,0.286,Very Good,0.2398,Excellent,0.1351
13,313,2017-03-01,MBTA Customer Opinion Panel,Speed/travel time,367,Unacceptable,0.0369,Very Poor,0.0369,Poor,0.0477,Fair,0.2042,Good,0.2968,Very Good,0.1971,Excellent,0.185
14,314,2017-03-01,MBTA Customer Opinion Panel,Parking availability,129,Unacceptable,0.0574,Very Poor,0.0574,Poor,0.111,Fair,0.0938,Good,0.2864,Very Good,0.1736,Excellent,0.2081
15,315,2017-03-01,MBTA Customer Opinion Panel,Real-time communications,306,Unacceptable,0.0334,Very Poor,0.0334,Poor,0.0917,Fair,0.1977,Good,0.2387,Very Good,0.2048,Excellent,0.1684
16,316,2017-03-01,MBTA Customer Opinion Panel,Mbta website,316,Extremely Dissatisfied,0.0118,Very Dissatisfied,0.0118,Somewhat Dissatisfied,0.0583,Neutral,0.227,Somewhat Satisfied,0.2644,Very Satisfied,0.3116,Extremely Satisfied,0.1023
17,317,2017-03-01,MBTA Customer Opinion Panel,Real time arrival signage (countdown timers),341,Extremely Dissatisfied,0.0227,Very Dissatisfied,0.0227,Somewhat Dissatisfied,0.1088,Neutral,0.0724,Somewhat Satisfied,0.2464,Very Satisfied,0.2616,Extremely Satisfied,0.26079999989999997
18,318,2017-03-01,MBTA Customer Opinion Panel,In-station announcements,330,Extremely Dissatisfied,0.0518,Very Dissatisfied,0.0518,Somewhat Dissatisfied,0.1481,Neutral,0.1409,Somewhat Satisfied,0.2817,Very Satisfied,0.2427,Extremely Satisfied,0.0933
19,319,2017-03-01,MBTA Customer Opinion Panel,On-vehicle announcements,357,Extremely Dissatisfied,0.0761,Very Dissatisfied,0.0761,Somewhat Dissatisfied,0.1586,Neutral,0.1481,Somewhat Satisfied,0.2864,Very Satisfied,0.168,Extremely Satisfied,0.1033
20,320,2017-03-01,MBTA Customer Opinion Panel,T-alerts,313,Extremely Dissatisfied,0.0138,Very Dissatisfied,0.0138,Somewhat Dissatisfied,0.0855,Neutral,0.1999,Somewhat Satisfied,0.2589,Very Satisfied,0.2803,Extremely Satisfied,0.1044
21,321,2017-03-01,MBTA Customer Opinion Panel,Real-time mobile apps (e.g. nextbus),246,Extremely Dissatisfied,0.023,Very Dissatisfied,0.023,Somewhat Dissatisfied,0.0849,Neutral,0.1442,Somewhat Satisfied,0.2528,Very Satisfied,0.2533,Extremely Satisfied,0.2042
22,322,2017-03-01,MBTA Customer Opinion Panel,,368,Extremely Dissatisfied,0.0297,Very Dissatisfied,0.0297,Somewhat Dissatisfied,0.0864,Neutral,0.1146,Somewhat Satisfied,0.2541999999,Very Satisfied,0.3366,Extremely Satisfied,0.1280999999
23,910,2017-03-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,374,Extremely Dissatisfied,0.0237,Very Dissatisfied,0.0237,Somewhat Dissatisfied,0.1333999999,Neutral,0.0872,Somewhat Satisfied,0.3364,Very Satisfied,0.3252,Extremely Satisfied,0.0414
24,911,2017-03-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,368,Extremely Dissatisfied,0.0297,Very Dissatisfied,0.0297,Somewhat Dissatisfied,0.0864,Neutral,0.1146,Somewhat Satisfied,0.2541999999,Very Satisfied,0.3366,Extremely Satisfied,0.1280999999
25,912,2017-03-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,368,Extremely Unlikely,0.0007,Very Unlikely,0.0007,Somewhat Unlikely,0.0083,Neither Likely nor Unlikely,0.0304,Somewhat Likely,0.0539,Very Likely,0.2769,Extremely Likely,0.6172
26,913,2017-03-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,366,Extremely Unlikely,0.036,Very Unlikely,0.036,Somewhat Unlikely,0.0695,Neither Likely nor Unlikely,0.1728,Somewhat Likely,0.1756,Very Likely,0.245,Extremely Likely,0.2636
27,914,2017-03-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,366,Strongly Disagree,0.0609,Disagree,0.0609,Slightly Disagree,0.1665,Neither Agree nor Disagree,0.0933,Slightly Agree,0.2317,Agree,0.3013,Strongly Agree,0.0637999999
28,915,2017-03-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,365,Strongly Disagree,0.1528,Disagree,0.1528,Slightly Disagree,0.1260999999,Neither Agree nor Disagree,0.2181,Slightly Agree,0.1259,Agree,0.2096,Strongly Agree,0.0295
29,916,2017-03-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,366,Strongly Disagree,0.0542,Disagree,0.0542,Slightly Disagree,0.1069,Neither Agree nor Disagree,0.1295,Slightly Agree,0.26279999989999997,Agree,0.2878,Strongly Agree,0.0731
30,917,2017-03-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,364,Strongly Disagree,0.0683,Disagree,0.0683,Slightly Disagree,0.1236,Neither Agree nor Disagree,0.1223,Slightly Agree,0.1338,Agree,0.3149,Strongly Agree,0.1573
31,918,2017-03-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,366,Strongly Disagree,0.1101,Disagree,0.1101,Slightly Disagree,0.1655,Neither Agree nor Disagree,0.127,Slightly Agree,0.2191,Agree,0.2039,Strongly Agree,0.0384
32,919,2017-03-01,MBTA Customer Opinion Panel,Wait time at stop,367,Unacceptable,0.0314,Very Poor,0.0314,Poor,0.071,Fair,0.1772,Good,0.2604,Very Good,0.205,Excellent,0.2393
33,920,2017-03-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,365,Unacceptable,0.0272,Very Poor,0.0272,Poor,0.0938,Fair,0.2339,Good,0.2939,Very Good,0.2161,Excellent,0.1123
34,921,2017-03-01,MBTA Customer Opinion Panel,Vehicle crowdedness,366,Unacceptable,0.0493,Very Poor,0.0493,Poor,0.0722,Fair,0.2015,Good,0.2642,Very Good,0.1508,Excellent,0.1969
35,922,2017-03-01,MBTA Customer Opinion Panel,Vehicle cleanliness,365,Unacceptable,0.0098,Very Poor,0.0098,Poor,0.0701,Fair,0.2254,Good,0.286,Very Good,0.2398,Excellent,0.1351
36,923,2017-03-01,MBTA Customer Opinion Panel,Speed/travel time,367,Unacceptable,0.0369,Very Poor,0.0369,Poor,0.0477,Fair,0.2042,Good,0.2968,Very Good,0.1971,Excellent,0.185
37,924,2017-03-01,MBTA Customer Opinion Panel,Parking availability,129,Unacceptable,0.0574,Very Poor,0.0574,Poor,0.111,Fair,0.0938,Good,0.2864,Very Good,0.1736,Excellent,0.2081
38,925,2017-03-01,MBTA Customer Opinion Panel,Real-time communications,306,Unacceptable,0.0334,Very Poor,0.0334,Poor,0.0917,Fair,0.1977,Good,0.2387,Very Good,0.2048,Excellent,0.1684
39,926,2017-03-01,MBTA Customer Opinion Panel,Mbta website,316,Extremely Dissatisfied,0.0118,Very Dissatisfied,0.0118,Somewhat Dissatisfied,0.0583,Neutral,0.227,Somewhat Satisfied,0.2644,Very Satisfied,0.3116,Extremely Satisfied,0.1023
40,927,2017-03-01,MBTA Customer Opinion Panel,Real time arrival signage (countdown timers),341,Extremely Dissatisfied,0.0227,Very Dissatisfied,0.0227,Somewhat Dissatisfied,0.1088,Neutral,0.0724,Somewhat Satisfied,0.2464,Very Satisfied,0.2616,Extremely Satisfied,0.26079999989999997
41,928,2017-03-01,MBTA Customer Opinion Panel,In-station announcements,330,Extremely Dissatisfied,0.0518,Very Dissatisfied,0.0518,Somewhat Dissatisfied,0.1481,Neutral,0.1409,Somewhat Satisfied,0.2817,Very Satisfied,0.2427,Extremely Satisfied,0.0933
